date,region,river,basin,elevation,temperature,precipitation,snowmelt,river_level,flood_threshold,flood_status,soil_moisture,upstream_dam_level
2020-10-07,Balykchy_Town,Chu,Issyk-Kul,1600,3.7,53.4,3.7,1.47,2.0,0,100.0,
2020-10-07,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,2.6,48.9,2.6,1.34,1.6,0,100.0,
2020-10-07,Toktogul_Dam,Naryn,Naryn,870,11.0,47.3,11.0,1.62,4.5,0,98.0,
2020-10-07,Naryn_City,Naryn,Naryn,2050,0.7,62.7,0.7,1.62,3.2,0,100.0,36.00000000000001
2020-10-07,Kazarman_Area,Naryn,Naryn,1300,7.2,54.9,7.2,1.66,2.8,0,100.0,36.00000000000001
2020-10-07,Talas_City,Talas,Talas,1280,3.8,42.2,3.8,1.2,2.3,0,98.0,32.36842105263158
2020-10-07,Kirov_Dam,Talas,Talas,1090,8.2,37.4,8.2,1.23,3.8,0,100.0,
2020-10-07,Osh_City,Ak-Buura,Ferghana,940,14.6,73.5,14.6,2.49,2.4,1,100.0,
2020-10-07,Jalal-Abad_City,Kogart,Ferghana,760,12.3,78.2,12.3,2.51,2.1,1,100.0,
2020-10-07,Batken_Area,Syr Darya,Ferghana,1050,10.5,70.6,10.5,2.3,2.6,0,100.0,
2020-10-07,Arslanbob_Valley,Arslanbob,Ferghana,1600,9.4,71.9,9.4,2.3,1.7,1,98.0,
2020-10-07,Song-Kul_Lake,Son-Kul,Naryn,3016,-2.4,0.0,0.0,0.34,1.2,0,100.0,
2020-10-07,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,1.2,36.9,1.2,1.06,1.4,0,98.0,
2020-10-08,Bishkek_City,Ala-Archa,Chu,800,7.5,39.4,7.5,1.25,2.5,0,96.0,
2020-10-08,Tokmok_Area,Chu,Chu,820,6.7,41.2,6.7,1.26,2.8,0,94.0,
2020-10-08,Kemin_District,Chon-Kemin,Chu,1300,5.9,29.9,5.9,1.02,1.8,0,92.0,
2020-10-08,Sokuluk_Valley,Sokuluk,Chu,1100,7.4,29.0,7.4,1.04,1.7,0,90.0,
2020-10-08,Karakol_City,Karakol,Issyk-Kul,1750,1.0,29.3,1.0,0.8,1.9,0,100.0,
2020-10-08,Balykchy_Town,Chu,Issyk-Kul,1600,1.9,41.6,1.9,1.07,2.0,0,98.0,
2020-10-08,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,3.6,25.4,3.6,0.8,1.6,0,96.0,
2020-10-08,Toktogul_Dam,Naryn,Naryn,870,8.2,0.0,8.2,0.35,4.5,0,94.0,
2020-10-08,Naryn_City,Naryn,Naryn,2050,-5.9,0.0,0.0,0.1,3.2,0,92.0,7.777777777777778
2020-10-08,Kazarman_Area,Naryn,Naryn,1300,3.7,21.8,3.7,0.65,2.8,0,90.0,7.777777777777778
2020-10-08,Talas_City,Talas,Talas,1280,3.8,64.2,3.8,1.74,2.3,0,88.0,48.684210526315795
2020-10-08,Kirov_Dam,Talas,Talas,1090,9.0,62.1,9.0,1.85,3.8,0,86.0,
2020-10-08,Osh_City,Ak-Buura,Ferghana,940,10.3,47.0,10.3,1.7,2.4,0,84.0,
2020-10-08,Jalal-Abad_City,Kogart,Ferghana,760,10.9,57.5,10.9,1.93,2.1,0,82.0,
2020-10-08,Batken_Area,Syr Darya,Ferghana,1050,11.4,54.9,11.4,1.89,2.6,0,80.0,
2020-10-08,Arslanbob_Valley,Arslanbob,Ferghana,1600,8.7,56.5,8.7,1.84,1.7,1,78.0,
2020-10-08,Song-Kul_Lake,Son-Kul,Naryn,3016,-2.1,0.0,0.0,0.1,1.2,0,76.0,
2020-10-08,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,0.2,38.6,0.2,0.96,1.4,0,74.0,
2020-10-09,Bishkek_City,Ala-Archa,Chu,800,13.0,72.6,13.0,2.42,2.5,0,72.0,
2020-10-09,Tokmok_Area,Chu,Chu,820,12.4,74.9,12.4,2.45,2.8,0,70.0,
2020-10-09,Kemin_District,Chon-Kemin,Chu,1300,10.6,73.0,10.6,2.36,1.8,1,68.0,
2020-10-09,Sokuluk_Valley,Sokuluk,Chu,1100,12.5,70.7,12.5,2.37,1.7,1,66.0,
2020-10-09,Karakol_City,Karakol,Issyk-Kul,1750,-1.6,0.0,0.0,0.1,1.9,0,64.0,
2020-10-09,Balykchy_Town,Chu,Issyk-Kul,1600,3.3,8.4,3.3,0.28,2.0,0,62.0,
2020-10-09,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,1.2,3.6,1.2,0.12,1.6,0,60.0,
2020-10-09,Toktogul_Dam,Naryn,Naryn,870,13.4,88.3,13.4,2.76,4.5,0,58.0,
2020-10-09,Naryn_City,Naryn,Naryn,2050,6.4,78.6,6.4,2.35,3.2,0,56.0,61.33333333333333
2020-10-09,Kazarman_Area,Naryn,Naryn,1300,11.5,89.1,11.5,2.72,2.8,0,54.0,61.33333333333333
2020-10-09,Talas_City,Talas,Talas,1280,3.5,17.7,3.5,0.51,2.3,0,52.0,5.0
2020-10-09,Kirov_Dam,Talas,Talas,1090,1.1,5.3,1.1,0.19,3.8,0,50.0,
2020-10-09,Osh_City,Ak-Buura,Ferghana,940,11.6,49.9,11.6,1.73,2.4,0,48.0,
2020-10-09,Jalal-Abad_City,Kogart,Ferghana,760,13.3,45.4,13.3,1.69,2.1,0,46.0,
2020-10-09,Batken_Area,Syr Darya,Ferghana,1050,6.7,57.4,6.7,1.73,2.6,0,44.0,
2020-10-09,Arslanbob_Valley,Arslanbob,Ferghana,1600,7.7,66.6,7.7,1.95,1.7,1,42.0,
2020-10-09,Song-Kul_Lake,Son-Kul,Naryn,3016,1.3,97.7,1.3,2.58,1.2,1,40.0,
2020-10-09,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,1.0,34.7,1.0,0.88,1.4,0,38.0,
2020-10-10,Bishkek_City,Ala-Archa,Chu,800,6.7,25.3,6.7,0.81,2.5,0,36.0,
2020-10-10,Tokmok_Area,Chu,Chu,820,6.9,6.6,6.9,0.45,2.8,0,34.0,
2020-10-10,Kemin_District,Chon-Kemin,Chu,1300,4.0,32.7,4.0,0.88,1.8,0,32.0,
2020-10-10,Sokuluk_Valley,Sokuluk,Chu,1100,3.8,24.6,3.8,0.71,1.7,0,30.0,
2020-10-10,Karakol_City,Karakol,Issyk-Kul,1750,6.7,81.9,6.7,2.3,1.9,1,28.0,
2020-10-10,Balykchy_Town,Chu,Issyk-Kul,1600,5.4,73.6,5.4,2.1,2.0,1,26.0,
2020-10-10,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,5.6,74.0,5.6,2.11,1.6,1,24.0,
2020-10-10,Toktogul_Dam,Naryn,Naryn,870,3.9,20.6,3.9,0.5,4.5,0,22.0,
2020-10-10,Naryn_City,Naryn,Naryn,2050,-6.2,0.0,0.0,0.1,3.2,0,20.0,11.11111111111111
2020-10-10,Kazarman_Area,Naryn,Naryn,1300,1.0,0.0,1.0,0.1,2.8,0,18.0,11.11111111111111
2020-10-10,Talas_City,Talas,Talas,1280,9.4,66.5,9.4,2.08,2.3,0,16.0,52.10526315789474
2020-10-10,Kirov_Dam,Talas,Talas,1090,8.2,63.1,8.2,1.98,3.8,0,14.0,
2020-10-10,Osh_City,Ak-Buura,Ferghana,940,3.9,7.0,3.9,0.33,2.4,0,12.0,
2020-10-10,Jalal-Abad_City,Kogart,Ferghana,760,6.2,17.8,6.2,0.62,2.1,0,10.0,
2020-10-10,Batken_Area,Syr Darya,Ferghana,1050,2.7,11.6,2.7,0.39,2.6,0,8.0,
2020-10-10,Arslanbob_Valley,Arslanbob,Ferghana,1600,-1.3,0.0,0.0,0.1,1.7,0,6.0,
2020-10-10,Song-Kul_Lake,Son-Kul,Naryn,3016,-4.3,0.0,0.0,0.1,1.2,0,4.0,
2020-10-10,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,3.6,69.7,3.6,1.89,1.4,1,2.0,
2020-10-11,Bishkek_City,Ala-Archa,Chu,800,4.5,35.2,4.5,1.05,2.5,0,0.0,
2020-10-11,Tokmok_Area,Chu,Chu,820,8.6,42.9,8.6,1.33,2.8,0,0.0,
2020-10-11,Kemin_District,Chon-Kemin,Chu,1300,4.6,19.8,4.6,0.74,1.8,0,0.0,
2020-10-11,Sokuluk_Valley,Sokuluk,Chu,1100,6.4,38.3,6.4,1.17,1.7,0,0.0,
2020-10-11,Karakol_City,Karakol,Issyk-Kul,1750,5.2,60.7,5.2,1.74,1.9,0,0.0,
2020-10-11,Balykchy_Town,Chu,Issyk-Kul,1600,5.3,54.2,5.3,1.62,2.0,0,0.0,
2020-10-11,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,7.5,61.0,7.5,1.82,1.6,1,0.0,
2020-10-11,Toktogul_Dam,Naryn,Naryn,870,7.9,49.4,7.9,1.5,4.5,0,0.0,
2020-10-11,Naryn_City,Naryn,Naryn,2050,0.5,46.5,0.5,1.22,3.2,0,0.0,33.33333333333333
2020-10-11,Kazarman_Area,Naryn,Naryn,1300,6.7,50.1,6.7,1.48,2.8,0,0.0,33.33333333333333
2020-10-11,Talas_City,Talas,Talas,1280,9.9,68.5,9.9,2.22,2.3,0,0.0,65.52631578947368
2020-10-11,Kirov_Dam,Talas,Talas,1090,12.3,78.6,12.3,2.49,3.8,0,0.0,
2020-10-11,Osh_City,Ak-Buura,Ferghana,940,1.3,28.1,1.3,0.85,2.4,0,0.0,
2020-10-11,Jalal-Abad_City,Kogart,Ferghana,760,7.2,24.1,7.2,0.94,2.1,0,0.0,
2020-10-11,Batken_Area,Syr Darya,Ferghana,1050,8.3,46.5,8.3,1.42,2.6,0,0.0,
2020-10-11,Arslanbob_Valley,Arslanbob,Ferghana,1600,1.9,49.8,1.9,1.3,1.7,0,0.0,
2020-10-11,Song-Kul_Lake,Son-Kul,Naryn,3016,0.2,82.6,0.2,1.93,1.2,1,0.0,
2020-10-11,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,1.5,28.8,1.5,0.76,1.4,0,0.0,
2020-10-12,Bishkek_City,Ala-Archa,Chu,800,12.2,45.5,12.2,1.6,2.5,0,0.0,
2020-10-12,Tokmok_Area,Chu,Chu,820,9.2,33.9,9.2,1.28,2.8,0,0.0,
2020-10-12,Kemin_District,Chon-Kemin,Chu,1300,5.3,45.6,5.3,1.4,1.8,0,0.0,
2020-10-12,Sokuluk_Valley,Sokuluk,Chu,1100,7.7,54.4,7.7,1.65,1.7,0,0.0,
2020-10-12,Karakol_City,Karakol,Issyk-Kul,1750,1.2,51.6,1.2,1.21,1.9,0,0.0,
2020-10-12,Balykchy_Town,Chu,Issyk-Kul,1600,3.0,34.4,3.0,0.92,2.0,0,0.0,
2020-10-12,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,2.8,30.3,2.8,0.84,1.6,0,0.0,
2020-10-12,Toktogul_Dam,Naryn,Naryn,870,7.1,33.4,7.1,1.05,4.5,0,0.0,
2020-10-12,Naryn_City,Naryn,Naryn,2050,-0.0,0.0,0.0,0.17,3.2,0,0.0,23.333333333333332
2020-10-12,Kazarman_Area,Naryn,Naryn,1300,2.7,33.3,2.7,0.92,2.8,0,0.0,23.333333333333332
2020-10-12,Talas_City,Talas,Talas,1280,-5.1,0.0,0.0,0.1,2.3,0,0.0,2.6315789473684212
2020-10-12,Kirov_Dam,Talas,Talas,1090,-0.1,0.0,0.0,0.1,3.8,0,0.0,
2020-10-12,Osh_City,Ak-Buura,Ferghana,940,7.5,17.4,7.5,0.7,2.4,0,0.0,
2020-10-12,Jalal-Abad_City,Kogart,Ferghana,760,3.5,22.3,3.5,0.68,2.1,0,0.0,
2020-10-12,Batken_Area,Syr Darya,Ferghana,1050,4.0,28.0,4.0,0.81,2.6,0,0.0,
2020-10-12,Arslanbob_Valley,Arslanbob,Ferghana,1600,1.6,40.7,1.6,0.99,1.7,0,0.0,
2020-10-12,Song-Kul_Lake,Son-Kul,Naryn,3016,-7.3,0.0,0.0,0.17,1.2,0,0.0,
2020-10-12,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,5.0,38.5,5.0,1.19,1.4,0,0.0,
2020-10-13,Bishkek_City,Ala-Archa,Chu,800,5.5,16.9,5.5,0.59,2.5,0,0.0,
2020-10-13,Tokmok_Area,Chu,Chu,820,7.2,21.2,7.2,0.73,2.8,0,0.0,
2020-10-13,Kemin_District,Chon-Kemin,Chu,1300,0.9,26.5,0.9,0.64,1.8,0,0.0,
2020-10-13,Sokuluk_Valley,Sokuluk,Chu,1100,4.5,19.1,4.5,0.6,1.7,0,0.0,
2020-10-13,Karakol_City,Karakol,Issyk-Kul,1750,1.5,36.6,1.5,0.97,1.9,0,0.0,
2020-10-13,Balykchy_Town,Chu,Issyk-Kul,1600,3.3,40.3,3.3,1.09,2.0,0,0.0,
2020-10-13,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,8.9,44.3,8.9,1.34,1.6,0,0.0,
2020-10-13,Toktogul_Dam,Naryn,Naryn,870,13.1,77.7,13.1,2.57,4.5,0,0.0,
2020-10-13,Naryn_City,Naryn,Naryn,2050,8.3,104.4,8.3,2.96,3.2,0,0.0,57.111111111111114
2020-10-13,Kazarman_Area,Naryn,Naryn,1300,10.3,80.4,10.3,2.54,2.8,0,0.0,57.111111111111114
2020-10-13,Talas_City,Talas,Talas,1280,6.7,37.3,6.7,1.26,2.3,0,0.0,41.31578947368422
2020-10-13,Kirov_Dam,Talas,Talas,1090,8.7,49.6,8.7,1.57,3.8,0,0.0,
2020-10-13,Osh_City,Ak-Buura,Ferghana,940,5.9,35.4,5.9,0.94,2.4,0,0.0,
2020-10-13,Jalal-Abad_City,Kogart,Ferghana,760,3.1,11.9,3.1,0.39,2.1,0,0.0,
2020-10-13,Batken_Area,Syr Darya,Ferghana,1050,6.0,8.5,6.0,0.4,2.6,0,0.0,
2020-10-13,Arslanbob_Valley,Arslanbob,Ferghana,1600,-0.7,0.0,0.0,0.1,1.7,0,0.0,
2020-10-13,Song-Kul_Lake,Son-Kul,Naryn,3016,0.3,116.8,0.3,2.97,1.2,1,0.0,
2020-10-13,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,-3.2,0.0,0.0,0.1,1.4,0,0.0,
2020-10-14,Bishkek_City,Ala-Archa,Chu,800,10.3,43.2,10.3,1.37,2.5,0,0.0,
2020-10-14,Tokmok_Area,Chu,Chu,820,7.2,47.0,7.2,1.35,2.8,0,0.0,
2020-10-14,Kemin_District,Chon-Kemin,Chu,1300,5.0,33.1,5.0,1.01,1.8,0,0.0,
2020-10-14,Sokuluk_Valley,Sokuluk,Chu,1100,5.4,14.0,5.4,0.64,1.7,0,0.0,
2020-10-14,Karakol_City,Karakol,Issyk-Kul,1750,-2.2,0.0,0.0,0.1,1.9,0,0.0,
2020-10-14,Balykchy_Town,Chu,Issyk-Kul,1600,-1.9,0.0,0.0,0.1,2.0,0,0.0,
2020-10-14,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,-0.3,0.0,0.0,0.1,1.6,0,0.0,
2020-10-14,Toktogul_Dam,Naryn,Naryn,870,4.8,0.0,4.8,0.12,4.5,0,0.0,
2020-10-14,Naryn_City,Naryn,Naryn,2050,-1.8,0.0,0.0,0.1,3.2,0,0.0,2.6666666666666665
2020-10-14,Kazarman_Area,Naryn,Naryn,1300,0.8,15.9,0.8,0.32,2.8,0,0.0,2.6666666666666665
2020-10-14,Talas_City,Talas,Talas,1280,1.4,9.2,1.4,0.28,2.3,0,0.0,2.6315789473684212
2020-10-14,Kirov_Dam,Talas,Talas,1090,-0.1,0.0,0.0,0.1,3.8,0,0.0,
2020-10-14,Osh_City,Ak-Buura,Ferghana,940,3.9,0.0,3.9,0.1,2.4,0,0.0,
2020-10-14,Jalal-Abad_City,Kogart,Ferghana,760,7.2,1.2,7.2,0.16,2.1,0,0.0,
2020-10-14,Batken_Area,Syr Darya,Ferghana,1050,5.7,0.1,5.7,0.1,2.6,0,0.0,
2020-10-14,Arslanbob_Valley,Arslanbob,Ferghana,1600,-0.8,0.0,0.0,0.1,1.7,0,0.0,
2020-10-14,Song-Kul_Lake,Son-Kul,Naryn,3016,-6.9,0.0,0.0,0.1,1.2,0,0.0,
2020-10-14,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,-3.4,0.0,0.0,0.1,1.4,0,0.0,
2020-10-15,Bishkek_City,Ala-Archa,Chu,800,9.4,48.5,9.4,1.67,2.5,0,0.0,
2020-10-15,Tokmok_Area,Chu,Chu,820,7.7,54.6,7.7,1.74,2.8,0,0.0,
2020-10-15,Kemin_District,Chon-Kemin,Chu,1300,8.8,57.7,8.8,1.83,1.8,1,0.0,
2020-10-15,Sokuluk_Valley,Sokuluk,Chu,1100,5.8,51.9,5.8,1.63,1.7,0,61.45,
2020-10-15,Karakol_City,Karakol,Issyk-Kul,1750,7.7,49.9,7.7,1.62,1.9,0,59.45,
2020-10-15,Balykchy_Town,Chu,Issyk-Kul,1600,4.8,48.1,4.8,1.5,2.0,0,57.45,
2020-10-15,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,7.5,66.2,7.5,1.94,1.6,1,55.45,
2020-10-15,Toktogul_Dam,Naryn,Naryn,870,-2.0,0.0,0.0,0.1,4.5,0,53.45,
2020-10-15,Naryn_City,Naryn,Naryn,2050,-3.8,0.0,0.0,0.1,3.2,0,51.45,2.2222222222222223
2020-10-15,Kazarman_Area,Naryn,Naryn,1300,-1.6,0.0,0.0,0.1,2.8,0,49.45,2.2222222222222223
2020-10-15,Talas_City,Talas,Talas,1280,12.0,67.2,12.0,2.06,2.3,0,47.45,46.578947368421055
2020-10-15,Kirov_Dam,Talas,Talas,1090,6.8,60.2,6.8,1.77,3.8,0,45.45,
2020-10-15,Osh_City,Ak-Buura,Ferghana,940,7.7,34.7,7.7,1.2,2.4,0,43.45,
2020-10-15,Jalal-Abad_City,Kogart,Ferghana,760,9.3,29.3,9.3,1.14,2.1,0,41.45,
2020-10-15,Batken_Area,Syr Darya,Ferghana,1050,9.0,47.7,9.0,1.5,2.6,0,39.45,
2020-10-15,Arslanbob_Valley,Arslanbob,Ferghana,1600,4.0,51.4,4.0,1.42,1.7,0,37.45,
2020-10-15,Song-Kul_Lake,Son-Kul,Naryn,3016,-9.8,0.0,0.0,0.1,1.2,0,35.45,
2020-10-15,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,0.3,35.9,0.3,0.85,1.4,0,33.45,
2020-10-16,Bishkek_City,Ala-Archa,Chu,800,9.3,45.8,9.3,1.45,2.5,0,31.450000000000003,
2020-10-16,Tokmok_Area,Chu,Chu,820,3.9,32.4,3.9,1.02,2.8,0,29.450000000000003,
2020-10-16,Kemin_District,Chon-Kemin,Chu,1300,7.6,43.6,7.6,1.35,1.8,0,27.450000000000003,
2020-10-16,Sokuluk_Valley,Sokuluk,Chu,1100,5.1,49.4,5.1,1.39,1.7,0,25.450000000000003,
2020-10-16,Karakol_City,Karakol,Issyk-Kul,1750,5.6,42.7,5.6,1.21,1.9,0,23.450000000000003,
2020-10-16,Balykchy_Town,Chu,Issyk-Kul,1600,3.6,33.3,3.6,0.96,2.0,0,21.450000000000003,
2020-10-16,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,0.5,43.8,0.5,1.08,1.6,0,19.450000000000003,
2020-10-16,Toktogul_Dam,Naryn,Naryn,870,8.8,51.9,8.8,1.75,4.5,0,68.06000000000002,
2020-10-16,Naryn_City,Naryn,Naryn,2050,6.1,66.9,6.1,1.97,3.2,0,100.0,38.88888888888889
2020-10-16,Kazarman_Area,Naryn,Naryn,1300,10.1,72.0,10.1,2.19,2.8,0,98.0,38.88888888888889
2020-10-16,Talas_City,Talas,Talas,1280,7.3,55.4,7.3,1.59,2.3,0,100.0,33.42105263157895
2020-10-16,Kirov_Dam,Talas,Talas,1090,5.7,42.1,5.7,1.27,3.8,0,100.0,
2020-10-16,Osh_City,Ak-Buura,Ferghana,940,3.6,23.2,3.6,0.76,2.4,0,98.0,
2020-10-16,Jalal-Abad_City,Kogart,Ferghana,760,11.1,27.0,11.1,1.06,2.1,0,100.0,
2020-10-16,Batken_Area,Syr Darya,Ferghana,1050,10.1,23.5,10.1,0.96,2.6,0,100.0,
2020-10-16,Arslanbob_Valley,Arslanbob,Ferghana,1600,3.4,43.5,3.4,1.16,1.7,0,98.0,
2020-10-16,Song-Kul_Lake,Son-Kul,Naryn,3016,1.7,74.8,1.7,1.99,1.2,1,100.0,
2020-10-16,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,6.0,34.6,6.0,1.16,1.4,0,100.0,
2020-10-17,Bishkek_City,Ala-Archa,Chu,800,6.3,9.9,6.3,0.42,2.5,0,100.0,
2020-10-17,Tokmok_Area,Chu,Chu,820,6.6,0.0,6.6,0.23,2.8,0,100.0,
2020-10-17,Kemin_District,Chon-Kemin,Chu,1300,2.7,23.1,2.7,0.58,1.8,0,98.0,
2020-10-17,Sokuluk_Valley,Sokuluk,Chu,1100,2.2,16.4,2.2,0.43,1.7,0,96.0,
2020-10-17,Karakol_City,Karakol,Issyk-Kul,1750,1.0,14.4,1.0,0.18,1.9,0,100.0,
2020-10-17,Balykchy_Town,Chu,Issyk-Kul,1600,0.8,0.0,0.8,0.1,2.0,0,100.0,
2020-10-17,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,-5.6,0.0,0.0,0.1,1.6,0,100.0,
2020-10-17,Toktogul_Dam,Naryn,Naryn,870,5.7,40.0,5.7,1.25,4.5,0,100.0,
2020-10-17,Naryn_City,Naryn,Naryn,2050,2.8,57.8,2.8,1.52,3.2,0,100.0,27.77777777777778
2020-10-17,Kazarman_Area,Naryn,Naryn,1300,6.2,52.1,6.2,1.51,2.8,0,100.0,27.77777777777778
2020-10-17,Talas_City,Talas,Talas,1280,6.7,32.4,6.7,1.01,2.3,0,98.0,22.894736842105264
2020-10-17,Kirov_Dam,Talas,Talas,1090,3.6,30.2,3.6,0.87,3.8,0,96.0,
2020-10-17,Osh_City,Ak-Buura,Ferghana,940,-1.7,0.0,0.0,0.1,2.4,0,94.0,
2020-10-17,Jalal-Abad_City,Kogart,Ferghana,760,2.1,15.1,2.1,0.34,2.1,0,92.0,
2020-10-17,Batken_Area,Syr Darya,Ferghana,1050,4.5,9.8,4.5,0.31,2.6,0,100.0,
2020-10-17,Arslanbob_Valley,Arslanbob,Ferghana,1600,0.4,33.2,0.4,0.65,1.7,0,100.0,
2020-10-17,Song-Kul_Lake,Son-Kul,Naryn,3016,-6.3,0.0,0.0,0.28,1.2,0,98.0,
2020-10-17,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,-1.9,0.0,0.0,0.1,1.4,0,100.0,
2020-10-18,Bishkek_City,Ala-Archa,Chu,800,6.9,24.2,6.9,0.86,2.5,0,100.0,
2020-10-18,Tokmok_Area,Chu,Chu,820,6.4,11.1,6.4,0.58,2.8,0,100.0,
2020-10-18,Kemin_District,Chon-Kemin,Chu,1300,3.0,39.8,3.0,1.05,1.8,0,100.0,
2020-10-18,Sokuluk_Valley,Sokuluk,Chu,1100,4.4,31.2,4.4,0.92,1.7,0,100.0,
2020-10-18,Karakol_City,Karakol,Issyk-Kul,1750,6.9,79.7,6.9,2.33,1.9,1,100.0,
2020-10-18,Balykchy_Town,Chu,Issyk-Kul,1600,11.8,84.7,11.8,2.58,2.0,1,100.0,
2020-10-18,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,9.8,72.2,9.8,2.27,1.6,1,100.0,
2020-10-18,Toktogul_Dam,Naryn,Naryn,870,9.5,23.9,9.5,1.02,4.5,0,100.0,
2020-10-18,Naryn_City,Naryn,Naryn,2050,0.8,47.3,0.8,1.22,3.2,0,100.0,22.666666666666668
2020-10-18,Kazarman_Area,Naryn,Naryn,1300,5.8,51.7,5.8,1.46,2.8,0,98.0,22.666666666666668
2020-10-18,Talas_City,Talas,Talas,1280,10.2,74.7,10.2,2.34,2.3,1,100.0,65.26315789473685
2020-10-18,Kirov_Dam,Talas,Talas,1090,8.6,83.6,8.6,2.48,3.8,0,100.0,
2020-10-18,Osh_City,Ak-Buura,Ferghana,940,5.0,18.3,5.0,0.66,2.4,0,100.0,
2020-10-18,Jalal-Abad_City,Kogart,Ferghana,760,8.0,19.8,8.0,0.78,2.1,0,100.0,
2020-10-18,Batken_Area,Syr Darya,Ferghana,1050,3.2,30.4,3.2,0.85,2.6,0,98.0,
2020-10-18,Arslanbob_Valley,Arslanbob,Ferghana,1600,1.3,22.2,1.3,0.63,1.7,0,100.0,
2020-10-18,Song-Kul_Lake,Son-Kul,Naryn,3016,-0.8,0.0,0.0,0.25,1.2,0,98.0,
2020-10-18,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,-1.5,0.0,0.0,0.17,1.4,0,100.0,
2020-10-19,Bishkek_City,Ala-Archa,Chu,800,9.0,39.8,9.0,1.38,2.5,0,100.0,
2020-10-19,Tokmok_Area,Chu,Chu,820,8.3,28.2,8.3,1.13,2.8,0,100.0,
2020-10-19,Kemin_District,Chon-Kemin,Chu,1300,7.4,45.3,7.4,1.45,1.8,0,100.0,
2020-10-19,Sokuluk_Valley,Sokuluk,Chu,1100,7.1,56.4,7.1,1.66,1.7,0,100.0,
2020-10-19,Karakol_City,Karakol,Issyk-Kul,1750,2.5,40.4,2.5,1.05,1.9,0,100.0,
2020-10-19,Balykchy_Town,Chu,Issyk-Kul,1600,4.2,28.3,4.2,0.86,2.0,0,100.0,
2020-10-19,Cholpon-Ata_Area,Cholpon-Ata,Issyk-Kul,1610,3.7,28.9,3.7,0.85,1.6,0,100.0,
2020-10-19,Toktogul_Dam,Naryn,Naryn,870,13.2,49.2,13.2,1.74,4.5,0,100.0,
2020-10-19,Naryn_City,Naryn,Naryn,2050,1.1,77.5,1.1,1.94,3.2,0,100.0,38.666666666666664
2020-10-19,Kazarman_Area,Naryn,Naryn,1300,7.1,46.3,7.1,1.5,2.8,0,100.0,38.666666666666664
2020-10-19,Talas_City,Talas,Talas,1280,-0.3,0.0,0.0,0.1,2.3,0,100.0,2.6315789473684212
2020-10-19,Kirov_Dam,Talas,Talas,1090,1.0,0.0,1.0,0.1,3.8,0,100.0,
2020-10-19,Osh_City,Ak-Buura,Ferghana,940,7.6,31.5,7.6,1.15,2.4,0,100.0,
2020-10-19,Jalal-Abad_City,Kogart,Ferghana,760,10.1,30.7,10.1,1.21,2.1,0,100.0,
2020-10-19,Batken_Area,Syr Darya,Ferghana,1050,7.6,44.3,7.6,1.41,2.6,0,100.0,
2020-10-19,Arslanbob_Valley,Arslanbob,Ferghana,1600,3.4,37.0,3.4,1.14,1.7,0,100.0,
2020-10-19,Song-Kul_Lake,Son-Kul,Naryn,3016,2.3,69.4,2.3,1.81,1.2,1,100.0,
2020-10-19,Sary-Chelek_Lake,Kojo-Ata,Western Tien Shan,1940,6.3,64.8,6.3,1.95,1.4,1,97.28,
2020-10-20,Bishkek_City,Ala-Archa,Chu,800,8.9,45.3,8.9,1.43,2.5,0,95.03,
2020-10-20,Tokmok_Area,Chu,Chu,820,12.0,34.7,12.0,1.31,2.8,0,100.0,
2020-10-20,Kemin_District,Chon-Kemin,Chu,1300,7.2,37.7,7.2,1.23,1.8,0,100.0,
2020-10-20,Sokuluk_Valley,Sokuluk,Chu,1100,9.7,47.5,9.7,1.5,1.7,0,100.0,
2020-10-20,Karakol_City,Karakol,Issyk-Kul,1750,0.6,49.8,0.6,1.3,1.9,0,100.0,
